stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
"MOBIITI:StopPlace:46675","","Château Dillon","",44.919273,-0.634756,,,1,,,0,,
"MOBIITI:StopPlace:44496",,"Paloumey",,44.980682,-0.630475,,,1,,,2,,
"MOBIITI:StopPlace:44013",,"Croix d'Ardit",,44.80547,-0.497674,,,1,,,2,,
"MOBIITI:StopPlace:45344",,"Le Port",,45.180866,-1.083223,,,1,,,2,,
"MOBIITI:StopPlace:44497",,"Eglise",,44.982056,-0.603954,,,1,,,2,,
"MOBIITI:StopPlace:44010",,"Rd Pt de Cabirac",,44.81906,-0.473081,,,1,,,2,,
"MOBIITI:StopPlace:44494",,"Malleret",,44.965946,-0.626327,,,1,,,2,,
"MOBIITI:StopPlace:45341",,"Bombannes",,45.09083,-1.147291,,,1,,,2,,
"MOBIITI:StopPlace:44011",,"Grand Arnaud",,44.80812,-0.493271,,,1,,,2,,
"MOBIITI:StopPlace:44495",,"La Lagune",,44.977867,-0.623294,,,1,,,2,,
"MOBIITI:StopPlace:45342",,"Rue des Sandres",,45.06233,-1.132046,,,1,,,2,,
"MOBIITI:StopPlace:44016",,"Mairie",,44.813274,-0.474726,,,1,,,2,,
"MOBIITI:StopPlace:45347",,"Les Ourmes",,45.182377,-1.07577,,,1,,,2,,
"MOBIITI:StopPlace:44017",,"Bel Air",,44.820316,-0.468391,,,1,,,2,,
"MOBIITI:StopPlace:45348",,"Bld Foch",,45.377197,-1.148906,,,1,,,2,,
"MOBIITI:StopPlace:45345",,"Contaut",,45.214527,-1.125578,,,1,,,2,,
"MOBIITI:StopPlace:44498",,"Lafont",,44.99018,-0.609177,,,1,,,2,,
"MOBIITI:StopPlace:44014",,"Moulin de Sonney",,44.796974,-0.478195,,,1,,,2,,
"MOBIITI:StopPlace:44499",,"Rosemont",,45.01501,-0.639343,,,1,,,2,,
"MOBIITI:StopPlace:45346",,"Plage",,45.222656,-1.166552,,,1,,,2,,
"MOBIITI:StopPlace:44015",,"Beaugey",,44.803352,-0.480474,,,1,,,2,,
"MOBIITI:StopPlace:44492",,"La Taste",,44.96824,-0.612641,,,1,,,2,,
"MOBIITI:StopPlace:45340",,"Maubuisson",,45.067608,-1.14062,,,1,,,2,,
"MOBIITI:StopPlace:44493",,"Chem. de Garennes",,44.986942,-0.605404,,,1,,,2,,
"MOBIITI:StopPlace:44490",,"La Loubeyre",,44.974827,-0.607123,,,1,,,2,,
"MOBIITI:StopPlace:44491",,"Chat. Paloumey",,44.985737,-0.631091,,,1,,,2,,
"MOBIITI:StopPlace:44023",,"Eglise",,44.781242,-0.411603,,,1,,,2,,
"MOBIITI:StopPlace:45354",,"Euronat",,45.415733,-1.129434,,,1,,,2,,
"MOBIITI:StopPlace:44024",,"La Croix Blanche",,44.78031,-0.362686,,,1,,,2,,
"MOBIITI:StopPlace:45355",,"Camp. du Gurp",,45.43352,-1.144998,,,1,,,2,,
"MOBIITI:StopPlace:45352",,"Centre Helio Marin",,45.363785,-1.145392,,,1,,,2,,
"MOBIITI:StopPlace:44022",,"Piron",,44.783623,-0.416709,,,1,,,2,,
"MOBIITI:StopPlace:45353",,"Camping Campeole",,45.3699,-1.144727,,,1,,,2,,
"MOBIITI:StopPlace:44027",,"Balaude",,44.781624,-0.38532,,,1,,,2,,
"MOBIITI:StopPlace:45358",,"Le Logis",,45.55268,-1.065557,,,1,,,2,,
"MOBIITI:StopPlace:44028",,"Les Merles",,44.783226,-0.396091,,,1,,,2,,
"MOBIITI:StopPlace:45359",,"Le Royannais",,45.54071,-1.092532,,,1,,,2,,
"MOBIITI:StopPlace:44025",,"Le Casse",,44.783283,-0.40042,,,1,,,2,,
"MOBIITI:StopPlace:45356",,"Le Blanc",,45.364323,-1.031368,,,1,,,2,,
"MOBIITI:StopPlace:44026",,"Camping",,44.783157,-0.369893,,,1,,,2,,
"MOBIITI:StopPlace:45357",,"Les Tourterelles",,45.52546,-1.107028,,,1,,,2,,
"MOBIITI:StopPlace:45350",,"Camping Municipal",,45.385868,-1.152461,,,1,,,2,,
"MOBIITI:StopPlace:44020",,"Le Moulin",,44.776203,-0.351452,,,1,,,2,,
"MOBIITI:StopPlace:45351",,"Ste Catherine",,45.31155,-0.939498,,,1,,,2,,
"MOBIITI:StopPlace:44034",,"Baragne",,44.749065,-0.45182,,,1,,,2,,
"MOBIITI:StopPlace:46696",,"L'Archevêque",,44.88102,-0.508452,,,1,,,0,,
"MOBIITI:StopPlace:44035",,"Damluc",,44.76539,-0.452113,,,1,,,2,,
"MOBIITI:StopPlace:45363",,"Vieux Soulac",,45.511017,-1.114648,,,1,,,2,,
"MOBIITI:StopPlace:44033",,"Meynac",,44.759422,-0.45258,,,1,,,2,,
"MOBIITI:StopPlace:44038",,"Bourg",,44.779514,-0.460663,,,1,,,2,,
"MOBIITI:StopPlace:45369",,"Station Service",,44.875328,-1.086301,,,1,,,2,,
"MOBIITI:StopPlace:44039",,"Le Pin Franc",,44.770763,-0.457363,,,1,,,2,,
"MOBIITI:StopPlace:44036",,"Argenton",,44.75474,-0.435575,,,1,,,2,,
"MOBIITI:StopPlace:45367",,"Lot. Prairie Lescarran",,44.878498,-1.084756,,,1,,,2,,
"MOBIITI:StopPlace:44037",,"La Marqueuse",,44.759457,-0.433209,,,1,,,2,,
"MOBIITI:StopPlace:45368",,"Av. du Medoc",,44.876766,-1.08373,,,1,,,2,,
"MOBIITI:StopPlace:44030",,"Le Marais",,44.81156,-0.506487,,,1,,,2,,
"MOBIITI:StopPlace:45361",,"La Croix",,45.396454,-1.037209,,,1,,,2,,
"MOBIITI:StopPlace:45362",,"Cimetiere",,45.51446,-1.113791,,,1,,,2,,
"MOBIITI:StopPlace:46692",,"Collège Lapierre",,44.87394,-0.524359,,,1,,,0,,
"MOBIITI:StopPlace:44031",,"Coll. N. Mandela",,44.83888,-0.533413,,,1,,,2,,
"MOBIITI:StopPlace:45360",,"Aérodrome",,45.496902,-1.076638,,,1,,,2,,
"MOBIITI:StopPlace:44045",,"La Cite",,44.800076,-0.359259,,,1,,,2,,
"MOBIITI:StopPlace:45376",,"Av. Cote d'Argent 39",,44.884212,-1.086238,,,1,,,2,,
"MOBIITI:StopPlace:44046",,"Rivalan",,44.807266,-0.360555,,,1,,,2,,
"MOBIITI:StopPlace:45377",,"Av. Cote d'Argent 48",,44.888004,-1.088447,,,1,,,2,,
"MOBIITI:StopPlace:44043",,"Patagrou",,44.747963,-0.42314,,,1,,,2,,
"MOBIITI:StopPlace:45374",,"Rte de la Jenny",,44.839542,-1.123113,,,1,,,2,,
"MOBIITI:StopPlace:44044",,"Tambourins",,44.754925,-0.448839,,,1,,,2,,
"MOBIITI:StopPlace:46221",,"Léonard de Vinci",,44.782696,-0.652457,,,1,,,0,,
"MOBIITI:StopPlace:45375",,"College",,44.79301,-1.145908,,,1,,,2,,
"MOBIITI:StopPlace:44049",,"Bourg",,44.79989,-0.249008,,,1,,,2,,
"MOBIITI:StopPlace:46228",,"Eiffel",,44.78623,-0.639058,,,1,,,0,,
"MOBIITI:StopPlace:44047",,"Le Canton",,44.795105,-0.360442,,,1,,,2,,
"MOBIITI:StopPlace:45378",,"Lyc. Nord Bassin 2",,44.752346,-1.078249,,,1,,,2,,
"MOBIITI:StopPlace:44048",,"Richard",,44.790226,-0.359509,,,1,,,2,,
"MOBIITI:StopPlace:45379",,"Coll. A. Lahaye",,44.746014,-1.087362,,,1,,,2,,
"MOBIITI:StopPlace:44041",,"Mairie",,44.75023,-0.435421,,,1,,,2,,
"MOBIITI:StopPlace:45372",,"La Poste",,44.872604,-1.092199,,,1,,,2,,
"MOBIITI:StopPlace:44042",,"La Pastorale",,44.750504,-0.444129,,,1,,,2,,
"MOBIITI:StopPlace:45373",,"Hotel du Porge",,44.868313,-1.089809,,,1,,,2,,
"MOBIITI:StopPlace:45370",,"Lescarran",,44.879852,-1.082562,,,1,,,2,,
"MOBIITI:StopPlace:44040",,"Stade",,44.748226,-0.431684,,,1,,,2,,
"MOBIITI:StopPlace:45371",,"La Plaine de Lescarran",,44.87901,-1.084868,,,1,,,2,,
"MOBIITI:StopPlace:45387","","Ste Croix","Tram C/D",44.831852,-0.559427,,,1,,,2,,
"MOBIITI:StopPlace:44056",,"Eglise",,44.7355,-0.37133,,,1,,,2,,
"MOBIITI:StopPlace:45388",,"Centre Commercial",,44.827324,-0.445751,,,1,,,2,,
"MOBIITI:StopPlace:44057",,"Rte du Chateau",,44.79312,-0.334401,,,1,,,2,,
"MOBIITI:StopPlace:44054",,"Les Faures",,44.72733,-0.363172,,,1,,,2,,
"MOBIITI:StopPlace:44055",,"Courcouyac",,44.720203,-0.382229,,,1,,,2,,
"MOBIITI:StopPlace:44058",,"Moreau",,44.804096,-0.329967,,,1,,,2,,
"MOBIITI:StopPlace:46237",,"Europarc",,44.781044,-0.655496,,,1,,,0,,
"MOBIITI:StopPlace:44059",,"Les Ecoles",,44.73525,-0.359488,,,1,,,2,,
"MOBIITI:StopPlace:45380",,"Chat. d'Eau",,44.920612,-0.98877,,,1,,,2,,
"MOBIITI:StopPlace:44052",,"Cite Pt Bois",,44.848,-0.329732,,,1,,,2,,
"MOBIITI:StopPlace:44053",,"Foyer Communal",,44.856396,-0.322998,,,1,,,2,,
"MOBIITI:StopPlace:45384",,"Aire de Covoiturage",,44.83155,-0.400121,,,1,,,2,,
"MOBIITI:StopPlace:44050",,"Bourg",,44.725304,-0.438591,,,1,,,2,,
"MOBIITI:StopPlace:45381",,"Salle l'Escoure Ocean",,45.001774,-1.195611,,,1,,,2,,
"MOBIITI:StopPlace:44051",,"Stade",,44.71243,-0.396703,,,1,,,2,,
"MOBIITI:StopPlace:45382",,"Carreyre",,44.992123,-1.145978,,,1,,,2,,
"MOBIITI:StopPlace:44067",,"Le Moulard",,44.83656,-0.319637,,,1,,,2,,
"MOBIITI:StopPlace:44068",,"Le Pin",,44.8342,-0.316755,,,1,,,2,,
"MOBIITI:StopPlace:45399",,"Chem. Vieux Plantie",,45.00961,-0.404661,,,1,,,2,,
"MOBIITI:StopPlace:44065",,"Grand Bois",,44.825436,-0.353543,,,1,,,2,,
"MOBIITI:StopPlace:45397","","Rolle","",45.0409,-0.357268,,,1,,,2,,
"MOBIITI:StopPlace:44066",,"Beaupied",,44.846188,-0.332277,,,1,,,2,,
"MOBIITI:StopPlace:44069",,"Luchey Haut",,44.82549,-0.3206,,,1,,,2,,
"MOBIITI:StopPlace:45390",,"Les Grands Pins",,44.692593,-0.501756,,,1,,,2,,
"MOBIITI:StopPlace:44060",,"Ecole",,44.802513,-0.339522,,,1,,,2,,
"MOBIITI:StopPlace:45391",,"Carpo",,44.71788,-0.523301,,,1,,,2,,
"MOBIITI:StopPlace:44063",,"Bellevue",,44.77267,-0.492765,,,1,,,2,,
"MOBIITI:StopPlace:45394",,"Beaucourt",,45.02072,-0.39113,,,1,,,2,,
"MOBIITI:StopPlace:44064",,"La Ferme",,44.816727,-0.361899,,,1,,,2,,
"MOBIITI:StopPlace:45392",,"Ecole Primaire",,45.14044,-0.411041,,,1,,,2,,
"MOBIITI:StopPlace:44061",,"Barlan",,44.794632,-0.336849,,,1,,,2,,
"MOBIITI:StopPlace:45393",,"Pont de Cottet",,45.11213,-0.379827,,,1,,,2,,
"MOBIITI:StopPlace:44062",,"Le Breuil",,44.773975,-0.277655,,,1,,,2,,
"MOBIITI:StopPlace:45288",,"Rue de Cauderan",,44.846523,-0.597547,,,1,,,2,,
"MOBIITI:StopPlace:46136","","Collège de Blanquefort","",44.90673,-0.628434,,,1,,,0,,
"MOBIITI:StopPlace:46135","","Lycée Jean Monnet","",44.915993,-0.634654,,,1,,,2,,
"MOBIITI:StopPlace:45280",,"Le Fourcas",,45.086376,-0.796482,,,1,,,2,,
"MOBIITI:StopPlace:45281",,"Rte d'Arsac",,44.970528,-0.72372,,,1,,,2,,
"MOBIITI:StopPlace:46131","","Ecole d'Architecture","",44.79265,-0.605321,,,1,,,0,,
"MOBIITI:StopPlace:45282",,"Le Linas",,44.985455,-0.743268,,,1,,,2,,
"MOBIITI:StopPlace:45283",,"Bourg",,45.202015,-0.834954,,,1,,,2,,
"MOBIITI:StopPlace:46142","","Frankton","",44.907272,-0.621822,,,1,,,0,,
"MOBIITI:StopPlace:46158","","Jean Moulin","",44.91241,-0.636292,,,1,,,0,,
"MOBIITI:StopPlace:46153","","Mairie de Blanquefort","",44.908627,-0.630328,,,1,,,0,,
"MOBIITI:StopPlace:46168","","Général De Gaulle","",44.908974,-0.638669,,,1,,,0,,
"MOBIITI:StopPlace:46167",,"République",,44.908844,-0.631404,,,1,,,0,,
"MOBIITI:StopPlace:46161","","Lycée Agricole","",44.917793,-0.633664,,,1,,,0,,
"MOBIITI:StopPlace:46165","","Gare de Blanquefort","",44.917885,-0.624062,,,1,,,2,,
"MOBIITI:StopPlace:43900",,"Graveyron",,44.841152,-0.386528,,,1,,,2,,
"MOBIITI:StopPlace:43903",,"Bon Ange",,44.862415,-0.418181,,,1,,,2,,
"MOBIITI:StopPlace:43904",,"Rivasseau 2",,44.86165,-0.452772,,,1,,,2,,
"MOBIITI:StopPlace:43901",,"Bourg",,44.8423,-0.397902,,,1,,,2,,
"MOBIITI:StopPlace:43902",,"Av. des Trois Lieues",,44.84738,-0.47118,,,1,,,2,,
"MOBIITI:StopPlace:43910",,"Peychon",,44.841015,-0.483525,,,1,,,2,,
"MOBIITI:StopPlace:43911",,"Av. Bons Enfants",,44.82996,-0.448793,,,1,,,2,,
"MOBIITI:StopPlace:43914",,"Melac",,44.83874,-0.489482,,,1,,,2,,
"MOBIITI:StopPlace:43915",,"Hameau de Fabre",,44.850746,-0.454581,,,1,,,2,,
"MOBIITI:StopPlace:43912",,"Clos de Queyron",,44.845734,-0.472592,,,1,,,2,,
"MOBIITI:StopPlace:43913",,"Le Parc",,44.84399,-0.477613,,,1,,,2,,
"MOBIITI:StopPlace:43907",,"Petrus",,44.83944,-0.44785,,,1,,,2,,
"MOBIITI:StopPlace:43908",,"Mairie",,44.847763,-0.463922,,,1,,,2,,
"MOBIITI:StopPlace:43905",,"Bourg",,44.849304,-0.462677,,,1,,,2,,
"MOBIITI:StopPlace:43906",,"Av. Desclaud",,44.83981,-0.46974,,,1,,,2,,
"MOBIITI:StopPlace:43909",,"Lisennes",,44.841145,-0.454841,,,1,,,2,,
"MOBIITI:StopPlace:43920",,"Bourg",,44.850555,-0.439149,,,1,,,2,,
"MOBIITI:StopPlace:43925",,"Gachet",,44.868156,-0.443972,,,1,,,2,,
"MOBIITI:StopPlace:43926",,"Parc de Cadouin",,44.85064,-0.447691,,,1,,,2,,
"MOBIITI:StopPlace:43923",,"Le Vigneau",,44.84549,-0.417886,,,1,,,2,,
"MOBIITI:StopPlace:43924",,"Les Pres de l'Eglise",,44.850967,-0.434748,,,1,,,2,,
"MOBIITI:StopPlace:47041",,"Domaine de Hontane",,44.92144,-0.67365,,,1,,,0,,
"MOBIITI:StopPlace:47040",,"Foin",,44.9281,-0.678796,,,1,,,2,,
"MOBIITI:StopPlace:43918",,"Le Canon",,44.84078,-0.494781,,,1,,,2,,
"MOBIITI:StopPlace:43919",,"Le Verger",,44.85099,-0.457013,,,1,,,2,,
"MOBIITI:StopPlace:43916",,"La Melacaise",,44.839546,-0.489396,,,1,,,2,,
"MOBIITI:StopPlace:43917",,"Les Peupliers",,44.84636,-0.471564,,,1,,,2,,
"MOBIITI:StopPlace:43932",,"Eglise",,44.851387,-0.437728,,,1,,,2,,
"MOBIITI:StopPlace:43933",,"La Barrere",,44.857567,-0.425898,,,1,,,2,,
"MOBIITI:StopPlace:43930",,"Bel Horizon",,44.857395,-0.4421,,,1,,,2,,
"MOBIITI:StopPlace:43931",,"Cadouin",,44.852737,-0.451953,,,1,,,2,,
"MOBIITI:StopPlace:47050","","Résidence Le Château","",44.779797,-0.573129,,,1,,,0,,
"MOBIITI:StopPlace:43929",,"Hameau de la Laurence",,44.84937,-0.429375,,,1,,,2,,
"MOBIITI:StopPlace:43927",,"Pont Castaing",,44.849796,-0.429763,,,1,,,2,,
"MOBIITI:StopPlace:43928",,"Touty",,44.857227,-0.438011,,,1,,,2,,
"MOBIITI:StopPlace:43943",,"Lot. Beausejour 2",,44.82792,-0.43354,,,1,,,2,,
"MOBIITI:StopPlace:43944",,"Lot. Beausejour 1",,44.830135,-0.433132,,,1,,,2,,
"MOBIITI:StopPlace:43941",,"Le Petit Cos",,44.831074,-0.397454,,,1,,,2,,
"MOBIITI:StopPlace:43942",,"Patenne",,44.83999,-0.400649,,,1,,,2,,
"MOBIITI:StopPlace:43947",,"La Relle",,44.82445,-0.440627,,,1,,,2,,
"MOBIITI:StopPlace:43948",,"Clos Poujeau",,44.82008,-0.444727,,,1,,,2,,
"MOBIITI:StopPlace:43945",,"Mairie",,44.8241,-0.44681,,,1,,,2,,
"MOBIITI:StopPlace:43946",,"Maison Rouge",,44.825336,-0.430905,,,1,,,2,,
"MOBIITI:StopPlace:43940",,"Av. de la Source",,44.831326,-0.395691,,,1,,,2,,
"MOBIITI:StopPlace:43938",,"La Planteyre",,44.83222,-0.406414,,,1,,,2,,
"MOBIITI:StopPlace:43939",,"Av. Entre deux Mers",,44.832977,-0.407206,,,1,,,2,,
"MOBIITI:StopPlace:43954",,"Mairie",,44.833,-0.363375,,,1,,,2,,
"MOBIITI:StopPlace:44801",,"Bourg",,45.472427,-1.056814,,,1,,,2,,
"MOBIITI:StopPlace:43955",,"Fausse Negre",,44.831303,-0.387657,,,1,,,2,,
"MOBIITI:StopPlace:44802",,"La Tamponnette",,45.05505,-0.779278,,,1,,,2,,
"MOBIITI:StopPlace:43952",,"Bariac",,44.825405,-0.313207,,,1,,,2,,
"MOBIITI:StopPlace:43953",,"L'Oustalot",,44.827576,-0.322069,,,1,,,2,,
"MOBIITI:StopPlace:44800",,"Les Moulins",,45.453674,-1.043669,,,1,,,2,,
"MOBIITI:StopPlace:43958",,"La Belle Etoile",,44.83202,-0.472271,,,1,,,2,,
"MOBIITI:StopPlace:44805",,"Les Lamberts",,45.02882,-0.830646,,,1,,,2,,
"MOBIITI:StopPlace:43959",,"Lorient",,44.794117,-0.383984,,,1,,,2,,
"MOBIITI:StopPlace:44806",,"Bouqueyran",,45.048775,-0.797758,,,1,,,2,,
"MOBIITI:StopPlace:43956",,"Les Sept Freres",,44.830547,-0.382055,,,1,,,2,,
"MOBIITI:StopPlace:44803",,"Grand Poujeaux",,45.077408,-0.744085,,,1,,,2,,
"MOBIITI:StopPlace:43957",,"Mairie",,44.80584,-0.393282,,,1,,,2,,
"MOBIITI:StopPlace:44804",,"Guitignan",,45.068462,-0.757194,,,1,,,2,,
"MOBIITI:StopPlace:43950",,"La Chausse",,44.82826,-0.462213,,,1,,,2,,
"MOBIITI:StopPlace:43951",,"Le Poteau",,44.834785,-0.339133,,,1,,,2,,
"MOBIITI:StopPlace:43949",,"Les Bons Enfants",,44.825386,-0.451458,,,1,,,2,,
"MOBIITI:StopPlace:44812",,"La Cardine",,45.21697,-0.87102,,,1,,,2,,
"MOBIITI:StopPlace:43965",,"Chem. du Lavoir",,44.82254,-0.428001,,,1,,,2,,
"MOBIITI:StopPlace:43966",,"Le Rouzic",,44.842274,-0.54983,,,1,,,0,,
"MOBIITI:StopPlace:44813",,"Bourg",,45.22726,-0.831508,,,1,,,2,,
"MOBIITI:StopPlace:44810",,"Medrac",,45.081978,-0.752358,,,1,,,2,,
"MOBIITI:StopPlace:43963",,"Ecole",,44.820427,-0.438063,,,1,,,2,,
"MOBIITI:StopPlace:44811",,"Le Puy",,45.226635,-0.810341,,,1,,,2,,
"MOBIITI:StopPlace:43964",,"Lot. le Bocage",,44.822247,-0.432423,,,1,,,2,,
"MOBIITI:StopPlace:43969",,"Roux",,44.829193,-0.414731,,,1,,,2,,
"MOBIITI:StopPlace:44816",,"Le Linas",,45.229336,-0.857035,,,1,,,2,,
"MOBIITI:StopPlace:44817",,"Le Luc",,45.230587,-0.821314,,,1,,,2,,
"MOBIITI:StopPlace:44814",,"La Mouline",,45.218384,-0.849044,,,1,,,2,,
"MOBIITI:StopPlace:43968",,"Langlois",,44.812225,-0.39172,,,1,,,2,,
"MOBIITI:StopPlace:44815",,"Cimetiere",,45.232502,-0.832864,,,1,,,2,,
"MOBIITI:StopPlace:43962",,"La Fraise",,44.81546,-0.447891,,,1,,,2,,
"MOBIITI:StopPlace:43960",,"Pineau",,44.80116,-0.391773,,,1,,,2,,
"MOBIITI:StopPlace:44809",,"Chaux",,45.050606,-0.780137,,,1,,,2,,
"MOBIITI:StopPlace:44807",,"Stade",,45.05769,-0.772492,,,1,,,2,,
"MOBIITI:StopPlace:44808",,"Eglise",,45.059357,-0.771361,,,1,,,2,,
"MOBIITI:StopPlace:43976",,"Bourg",,44.768616,-0.272408,,,1,,,2,,
"MOBIITI:StopPlace:44823",,"La Prairie",,45.148,-0.824115,,,1,,,2,,
"MOBIITI:StopPlace:43977",,"Chanterot",,44.75519,-0.286665,,,1,,,2,,
"MOBIITI:StopPlace:44824",,"La Pinede",,45.141567,-0.810291,,,1,,,2,,
"MOBIITI:StopPlace:44821",,"La Chatole",,45.165943,-0.810373,,,1,,,2,,
"MOBIITI:StopPlace:43975",,"Rd Pt de la Barade",,44.76897,-0.457548,,,1,,,2,,
"MOBIITI:StopPlace:44822",,"Garric",,45.133198,-0.853773,,,1,,,2,,
"MOBIITI:StopPlace:44827",,"Le Puy",,45.159576,-0.815641,,,1,,,2,,
"MOBIITI:StopPlace:44828",,"Mouralet",,45.128674,-0.789671,,,1,,,2,,
"MOBIITI:StopPlace:43978",,"Le Canton",,44.765293,-0.275365,,,1,,,2,,
"MOBIITI:StopPlace:44825",,"Lamothe",,45.14077,-0.806722,,,1,,,2,,
"MOBIITI:StopPlace:43979",,"J. Guillos",,44.774754,-0.268458,,,1,,,2,,
"MOBIITI:StopPlace:44826",,"Labat",,45.130486,-0.782167,,,1,,,2,,
"MOBIITI:StopPlace:43972",,"Mairie",,44.81959,-0.412504,,,1,,,2,,
"MOBIITI:StopPlace:43973",,"Peychau",,44.818275,-0.401027,,,1,,,2,,
"MOBIITI:StopPlace:44820",,"Margales",,45.23107,-0.869327,,,1,,,2,,
"MOBIITI:StopPlace:43970",,"Guyonnet",,44.82496,-0.396056,,,1,,,2,,
"MOBIITI:StopPlace:43971",,"Les Gachets",,44.823196,-0.400725,,,1,,,2,,
"MOBIITI:StopPlace:44818",,"Les Gunes",,45.22696,-0.843797,,,1,,,2,,
"MOBIITI:StopPlace:44819",,"Les Tuilieres",,45.23134,-0.863415,,,1,,,2,,
"MOBIITI:StopPlace:43987",,"Le Carpe",,44.763237,-0.40311,,,1,,,2,,
"MOBIITI:StopPlace:44834",,"Chem. des Vanneaux",,45.50841,-1.109228,,,1,,,2,,
"MOBIITI:StopPlace:43502",,"Port de Plagne",,44.990883,-0.466677,,,1,,,2,,
"MOBIITI:StopPlace:43988",,"Les Mignons",,44.762993,-0.39431,,,1,,,2,,
"MOBIITI:StopPlace:44835",,"Jeune Soulac",,45.50618,-1.09834,,,1,,,2,,
"MOBIITI:StopPlace:43501",,"Chem. de Pineau",,45.004734,-0.468283,,,1,,,2,,
"MOBIITI:StopPlace:43504","","Gare TER","",44.99123,-0.441517,,,1,,,2,,
"MOBIITI:StopPlace:43985",,"Vienne",,44.769855,-0.488371,,,1,,,2,,
"MOBIITI:StopPlace:44832",,"Chat. Corconnac",,45.126205,-0.806891,,,1,,,2,,
"MOBIITI:StopPlace:43986",,"Fontbonne",,44.772728,-0.487419,,,1,,,2,,
"MOBIITI:StopPlace:44833",,"Courbiac",,45.1201,-0.796157,,,1,,,2,,
"MOBIITI:StopPlace:43503",,"Res. Cheval Blanc",,44.99092,-0.450964,,,1,,,2,,
"MOBIITI:StopPlace:43506",,"Coll. La Garosse",,45.005173,-0.431785,,,1,,,2,,
"MOBIITI:StopPlace:43505",,"Chem. J. Fortin",,44.998684,-0.459159,,,1,,,2,,
"MOBIITI:StopPlace:44839",,"Port d'Espeau",,45.022938,-0.476782,,,1,,,2,,
"MOBIITI:StopPlace:44836",,"Sociondeau",,45.12385,-0.644229,,,1,,,2,,
"MOBIITI:StopPlace:43989",,"La Verrerie",,44.766953,-0.364939,,,1,,,2,,
"MOBIITI:StopPlace:43508",,"Maillos",,44.97858,-0.426817,,,1,,,2,,
"MOBIITI:StopPlace:43507",,"Rue Ste Anne",,44.99155,-0.448074,,,1,,,2,,
"MOBIITI:StopPlace:43980",,"Eglise",,44.76636,-0.488527,,,1,,,2,,
"MOBIITI:StopPlace:43983",,"Bavolier",,44.766953,-0.478254,,,1,,,2,,
"MOBIITI:StopPlace:44830",,"Bourg",,45.1658,-0.741557,,,1,,,2,,
"MOBIITI:StopPlace:43984",,"Garaude",,44.767033,-0.482739,,,1,,,2,,
"MOBIITI:StopPlace:44831",,"Le Vivey",,45.13909,-0.803547,,,1,,,2,,
"MOBIITI:StopPlace:43981",,"Jossim",,44.769714,-0.435381,,,1,,,2,,
"MOBIITI:StopPlace:43500",,"Pass. Peyrot",,45.008434,-0.473639,,,1,,,2,,
"MOBIITI:StopPlace:43982",,"La Lande",,44.76796,-0.467281,,,1,,,2,,
"MOBIITI:StopPlace:44829",,"Beychevelle",,45.147705,-0.7415,,,1,,,2,,
"MOBIITI:StopPlace:44845",,"Centre Commercial",,44.9069,-0.486457,,,1,,,2,,
"MOBIITI:StopPlace:43513",,"Maison Franche",,45.071983,-0.628126,,,1,,,2,,
"MOBIITI:StopPlace:43998",,"Aire de Covoiturage",,44.77856,-0.495458,,,1,,,2,,
"MOBIITI:StopPlace:43512",,"Camp Haut",,45.068913,-0.622752,,,1,,,2,,
"MOBIITI:StopPlace:44846",,"Centre Commercial",,45.129154,-0.641171,,,1,,,2,,
"MOBIITI:StopPlace:43999",,"La Tuiliere",,44.774242,-0.301959,,,1,,,2,,
"MOBIITI:StopPlace:43515",,"Le Breuil",,45.060482,-0.60813,,,1,,,2,,
"MOBIITI:StopPlace:43996",,"Chalon",,44.76466,-0.383878,,,1,,,2,,
"MOBIITI:StopPlace:43997",,"Platon",,44.768776,-0.421376,,,1,,,2,,
"MOBIITI:StopPlace:43514",,"Le Rigalet",,45.06073,-0.620506,,,1,,,2,,
"MOBIITI:StopPlace:43517",,"Bourg",,45.049095,-0.583569,,,1,,,2,,
"MOBIITI:StopPlace:44849",,"Aire du Peyrat",,44.990623,-0.423467,,,1,,,2,,
"MOBIITI:StopPlace:43516",,"Marmisson",,45.070526,-0.631151,,,1,,,2,,
"MOBIITI:StopPlace:43519",,"Le Pont du Moron",,45.03715,-0.5081,,,1,,,2,,
"MOBIITI:StopPlace:44847",,"Bourg",,45.127426,-0.619321,,,1,,,2,,
"MOBIITI:StopPlace:43518",,"La Lustre",,45.038486,-0.519918,,,1,,,2,,
"MOBIITI:StopPlace:44848",,"ZA Parc d'A. RD 137",,45.009384,-0.439393,,,1,,,2,,
"MOBIITI:StopPlace:43990",,"Gendarmerie",,44.772842,-0.345739,,,1,,,2,,
"MOBIITI:StopPlace:43991",,"Centre Commercial",,44.772003,-0.33695,,,1,,,2,,
"MOBIITI:StopPlace:44841",,"Eglise",,44.992496,-0.44797,,,1,,,2,,
"MOBIITI:StopPlace:43994",,"La Croix",,44.770924,-0.352507,,,1,,,2,,
"MOBIITI:StopPlace:43995",,"Riboutet",,44.771687,-0.335423,,,1,,,2,,
"MOBIITI:StopPlace:43511",,"Bourg",,45.064003,-0.617287,,,1,,,2,,
"MOBIITI:StopPlace:43992",,"ZA Les Platanes",,44.769318,-0.446738,,,1,,,2,,
